parent_tweet,reply_tweet
Footage from Globe reporter captures exchange of gun fire in Parliament Hill building https://t.co/FOu4PbNCDq,Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting
"France: 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo, according to witnesses http://t.co/FkYxGmuS58","France: 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo, according to witnesses http://t.co/FkYxGmuS58"
French junior minister for Transport Alain Vidalies confirms they are no survivors in the #Germanwings #A320 crash. http://t.co/ZLIz1oY8wF,"#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew"
French junior minister for Transport Alain Vidalies confirms they are no survivors in the #Germanwings #A320 crash. http://t.co/ZLIz1oY8wF,"@tseymat BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie"
French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu,BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/C2WrcWLUZh
French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu,MT @JulienPain French police publish photos of suspect in Montrouge shooting. Maybe the same people in Kosher market http://t.co/zTAb4EfhXw
French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,“@ABC: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: the face of cowards
French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,"@ABC God's miracles are just inexplicable,who had imagined an executioner would leave his identity card at the crime scene"
French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://t.co/MHkNRZFQWB
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,"@latikambourke And to be even-handed, it puts it into perspective to a Mr Bolt as well."
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,"@latikambourke @smh he put out a statement instead of personally speaking to the Australian ppl, why?? Is he hiding under his desk!"
Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up"
Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,"RT “@mscott: Geoblock lifted on #ABCNews24. 
Streaming coverage of Martin Place siege in Sydney here  http://t.co/RuGJvbFs8A. #sydneysiege"
GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/Pw2kxje31m via @gatewaypundit,RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings
GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/Pw2kxje31m via @gatewaypundit,@jjauthor @gatewaypundit i knew that scarf he was wearing in that photo meant trouble!
GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/Pw2kxje31m via @gatewaypundit,@jjauthor @gatewaypundit Hmmm.Doesn't pundit mean joke? I haven't seen this on news.
GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?,@daxtonbrown @ItsJustJill. It took long enough to admit this. Who was holding it back?
German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt,Now hearing 148 passengers + crew on board the #A320 that has crashed in southern French Alps. #GermanWings flight. @BBCWorld
German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt,@AJENews @germanwings yes indeed :-(.
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j"
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/0RVUOUMD4z”
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/MBqXY968OZ
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/Q46HFawSF1”
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,"RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OzznStuYOu
#jwave #radiko"
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/Gc5H6ZWyNb” 💔
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/VgscO5lmnw” @CLawtown @pruesiemsgluess
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/5gDF9zIXEW
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,"“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/bHsin3DQ07”

Oh Jeez, no!!!"
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,RT: @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/7XowawsXF7
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,RT “@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OJeJSNtgwv”
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,#BreakingNews “@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OYECGiYtfE” #BREAKING #planecrash
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Yikes :( RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/EZ4cgrQxie
"Germanwings co-pilot battled depression in '09, friends say. http://t.co/srhDPf4Zn5 http://t.co/I3Zd1RyNud",#4U9525: Robin names Andreas Lubitz as the copilot in the flight deck who crashed the aircraft.
Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?
gm @MichaelSkolnik wow @milbank @ezrakelin @morningmika @GlennKesslerWP just cld Potus all but N wrd on air.Birthers http://t.co/hBVvcHvw48,“@MichaelSkolnik: A woman in #Ferguson was shot in head last night and released this selfie. http://t.co/qcXNu5M2Vj” #HUalum
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@Joyce_Karam Yeah , I read about this joker this morning - alleged murder and sex assaults allegations really had my eyebrow raised !"
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam @ravi_layer seems like an affable chap
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@Joyce_Karam @LibyaLiberty Lots of fancy words being used to describe him. I say - sick, deranged, *expletive* looking for ""suicide by cop""."
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G","Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn"
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G","@UlrichJvV A tragedy for the families and friends of the plane travelers and workers! Despite news, may at least some of them could survive?"
Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting,Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w
Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting,“@affanchowdhry: Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/RHGVpajcg4
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,"@TheAnonMessage2 Did anyone think that, holy balls, he was old enough to know how to change his clothes?"
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,"@nickk330 @YourAnonLive If he stole a case of cigars, where were they?"
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@von_Steiner @OpFerguson @YourAnonLive You're welcome!
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@PancakeBreasts Oh for sure.. Anon has been exceptionally awful though!
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""","#Ottawa police confirm to #CBCNews they are still seeking 1 or more suspects after shootings on Parliament Hill, War Memorial, nearby mall."
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""",@LindaFrum @LeBlancJpl @affanchowdhry good for Vickers
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""",@LindaFrum @affanchowdhry  absolutely!
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,So if #RamzanKadyrov had #BorisNemtsov assassinated was it at the direction of Putin or is/was Putin at the direction of FSB/Kadyrov? Hmm
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,Coup in #Russia? Good article by @Forbes. http://t.co/aaNCpb0blW #RamzanKadyrov #Putin #putindead http://t.co/OfivdTlTbO
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,“@russian_market: Swiss Rumors:Putin absence due to girlfriendAlina giving birth http://t.co/RzXpRb0Sfl http://t.co/lzT16jrJap” @fancy_work
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@AP Its about chocolate!
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","@ap Little LATE on the ball, aren't you?"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","RT @AP: Hostage situation erupts in Sydney cafe, Australian prime minister says it may be “politically motivated” http://t.co/SEq809etUl"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","@AP He's a moron, Islamic terrorism, stop pussy footing around it. #realproblemwithliberlism"
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@ireneiris   .lol.....anything is possible.
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege","MT “@cnni: Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. #sydneysiege”"
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smfh
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/YPIlwckuuw
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",Reféns sendo liberados RT @AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/Ug4FFkJAIE”
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","“@SkyNews: Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/1xjZ9bl9Zh http://t.co/InuSlWrXhD”
#Bluehand"
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc #Ferguson PD didn't release any info about the shooting."
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,“@zellieimani: How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson” even OJ lol.
If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done? @20committee @BlogsofWar,@20committee @kshaidle maybe we should start revoking passports AFTER they leave...
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0"
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@zellieimani they did release the video..up to the journalists to post them  @syndicalisms
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@LashawnaTaylor @zellieimani look at the shoes
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson","He went there. “@originalgriz: If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson”"
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson","@originalgriz 

The halls of congress would be empty too. And every union official would be waiting for a coroner pick up."
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",@originalgriz @sweetangelface yes but cops only shoot for stealing material things. Not peoples life savings.
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/wWWJlfTuft”oh"
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@SBranisteanu @LiveNationON @masseyhall thank you for that tweet!! MUCHO APPRECIATEO
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady One in which you've already decided to let them get away with it. He's on paid vaca.
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady @GetJETmag @3ChicsPolitico @markos : New Hashtag #FINDDARRENWILSONNOW #Ferguson
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady in a valid world like ours. Where criminals are victims...
Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA,Secret Prince show rumored for Toronto tonight http://t.co/GE2DFcFKLJ
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,Prince is playing a secret show in Toronto tonight.  I will also be playing a secret show tonight involving pizza &amp; netflix bingeing.
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,"@LisaLaFlammeCTV yep, don't as me how I know, but yep"
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,@LisaLaFlammeCTV @CTVToronto a suprise concert on Vancouver would be cool #cmonprince
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,@justsayingDMY @SkyNewsAust wsy too many pc apologists with their heads up their arse . Should get ready to kiss it goodbye
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84)
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3",German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3",Germanwings passenger plane crashes in France: http://t.co/BSJhGgMChG
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@tseymat @euronews condolences to the families! My prayers are with them!
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",French junior minister for Transport Alain Vidalies confirms they are no survivors in the #Germanwings #A320 crash. http://t.co/ZLIz1oY8wF
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz"
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/E2Z4rh0ejA”
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,WTF is going on in the world today?! @SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/TAmABq65d2 …
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,"“@SkyNews: Live Updates: Siege in Sydney Cafe""

&gt; GUESS WHO....That's right MUSLIMS

http://t.co/eiwP28ZBGf"
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/dhzIV6TVi7”       @emfletch92
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,@SkyNews Seriously fed up with this. It has to be stopped. Nowhere is safe nowadays. It's Sydney! Australia doesn't need this s**t now too!
Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/YiKuQUAAWI”
"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",“@dailytelegraph: #BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/tk39jmFHSL #2GB @2GB873
"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z","MT @BreakingNews: Three people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/JulXUuiJAu”"
"Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous","Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous"
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH","Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF"
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",@BBCBreaking yes!!!!
"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw
More like @MsRock4Ever @DanteB4u why was #DarrenWilson trying to pull #MikeBrown into police car thru the window?,@DanteB4u @num1_fan that's what they took 4 days to concort ?...those 2 situations don't seem related at all
More shots fired just off Parliament Hill. Police telling everyone to take cover.,“@CBCAlerts: More shots fired just off Parliament Hill. Police telling everyone to take cover.” #Ottawa #Parliament
More shots fired just off Parliament Hill. Police telling everyone to take cover.,RT @CBCAlerts: More shots fired just off Parliament Hill. Police telling everyone to take cover. @Midiinfo
"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq",#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/4yt6nafpIg #Vincennes http://t.co/Vnyhqye2ps
"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq","Breaking News: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/0tshNCbRNQ @AP"
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,@AP easy. Wish granted. Just step outside!!
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,RT “@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/dVHsry8ALE”
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,RT @AP: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/HugPOFmqe8
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,“@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/LCSQOl65DG”
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,“@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/EHbYtzi6pG”
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,The 144 virgins to line up“@AP: MORE: Official: French terror suspects want to be martyrs;”
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,"Breaking: Two hostage situations in France are linked, Paris prosecutor says"
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,@AP Locate more photograph here! http://t.co/6KRxOLohFk
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,“@AP: Official: gunman holding at least 5 hostages in Paris market has threatened to kill them if police approach: http://t.co/JzQ9hzY9nL”
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown - http://t.co/mp18E4DdjW
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",@FoxNews hope the baddies don’t have social media or they’re gonna start locking the side doors people escaped from.
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",@FoxNews the only way they gonna survive is if they convert to Isis
"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT","+1 | @tmpear : ""Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. http://t.co/oiJGtPzm6O”"
"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT",@tmpear @HenryEChang It is brilliant but it is not by Banksy its by @LucilleClerc
"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT","Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT"
"MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
http://t.co/3NfiSwTwPt http://t.co/V5tIbCQgj9","@RT_com The ""five eyes"" and western Europe ""invite"" this misery, still, the perpetrators are despicable."
"MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
http://t.co/3NfiSwTwPt http://t.co/V5tIbCQgj9",BREAKING UPDATE: Canadian soldier injured at Parliament Hill shooting dies http://t.co/Zp9AKplH9p  #Ottawa
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB","Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson"
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB","RT @USATODAY: Name of #Ferguson cop is expected to be released by 9 ET http://t.co/rz6ZADidHG (J.B. Forbes, AP) http://t.co/Eud4XHuxFf”"
Names of pilots rumored to be Patrick Sonderheimer with co-pilot Andreas Lubitz - No formal confirmation yet. #germanwings,Report: Co-Pilot Locked Out Of Cockpit Before Fatal Plane Crash http://t.co/aXGQuacv2E #Germanwings http://t.co/T80L7BhXX6
