parent_tweet,reply_tweet
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney @mtats so is uber paying for the rides paying the drivers?
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney who's paying then?
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney so free or surge pricing? #confused
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,"@FootballcomEN if it is unconfirmed, why do you tweet it?"
Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,@irishspy @jimgeraghty Or preparing to launch yet another war?
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@StarliteGrunt Really want to stop it? Bomb Mecca! Level it. @BuzzFeedOz @cberkman
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak Presume they wanted a #Jewish #hostage. So much for martyrdom. Why a kosher deli particularly?
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak Why would someone leave their ID-card? Thereafter allegedly seen at a gas station. Now hostage sit. Reports of
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,"@SkyNewsBreak a 3rd shooting at present

Divert Operatons?"
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable is that Mike Brown? the guy in these pics looks a lot bigger than the pics of Mike Brown in prior still photos released?
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable red hat?
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@TracyMo53321503 @zadiaz @mashable what point are you making about the photo?
UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. #ISISAttacks #sydneyseige,@designnotdrum @JSchoenberger7 @TheAnonMessage Does it actually matter?
"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9",@FoxNews why are you not airing the situation in Sydney ?
"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX",@anjalisidebar is it safe anywhere?
"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX",@FoxNews any update on PA shooting?
"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX","@FoxNews  Was he saying ""hands up don't shoot""? Police overreaction? People are glad the police are there when they are in trouble."
"UPDATE: Plane crash in south of France had 142 passengers, 2 pilots and 4 crew.",@rConflictNews @AlArabiya_Eng No crew???? Those passengers were all on their own? Wtf!
UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation: http://t.co/mp18E4DdjW http://t.co/n5vhI5DsZg,@ABC
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,@RT_com Is this the right link?
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,@RT_com Urgent: Fearmonger much?
"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",@fairyofbloom Hoping for a safe and speedy resolution. Praying no one is hurt but that seems unlikely considering.
"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",@WilliamsJon @Sassafras_Knob maintain high level of vigilance? Against who? Obama said islamic terrorists don't exist in America remember?
Very good on #Putin coup by @CoalsonR: Three Scenarios For A Succession In Russia http://t.co/fotdqxDfEV via @RFERL http://t.co/RdA0giizeb,@andersostlund What are your thoughts on #WhereIsPutin?
Very reliable source on Parliament Hill tells me the assailant has been killed. #cdnpoli #ottnews,"@_MarkSutcliffe thanks Mark, Are you in Ottawa? Stay safe"
"Victims of #Germanwings crash were most likely from Spain, Germany &amp; Turkey, says French President Hollande http://t.co/teojxJoBMX","Have mercy My heart breaks RT @BBCBreaking #Germanwings confirm 144 ppl &amp; 6 crew on FLT #4U9525 crash in French Alps 
http://t.co/EnWBqbFRzn"
"wait, does 'higher rate' mean what @Uber_Sydney is paying drivers? #clarification","wait, does 'higher rate' mean what @Uber_Sydney is paying drivers? #clarification"
We are in full lock down until further notice from Ottawa Police.,@RideauCentre any reports of shots fired inside the Rideau Centre or just nearby?
We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,@KristyMayr7 @worstbloke sorry - how do you know it's an ISIS flag? Can you actually confirm that?
What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,"@ZerlinaMaxwell @TopCat_TC You're CHOOSING to talk about a ""robbery"" based on a tape that only shows a confrontation not a crime. So stop!"
Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http://t.co/WSEe7PGIdY http://t.co/fTzk4xzZIr,@Slate Who funded/armed/trained gunmen? https://t.co/iPBkLwhQk8 … Jeffrey Epstein also in CFR+Trilateral Commission #JeSuisCharlie
Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http://t.co/WSEe7PGIdY http://t.co/fTzk4xzZIr,"@Slate @zaidbenjamin Identified themselves ? You having a laugh, so how come they didn't get shot too ? :/ #France"
