parent_tweet,reply_tweet
GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?,@raterosie @daxtonbrown @ShamNaarai @AnewTrackrecord that pilot attended mosques in Germany - religion of peace strikes again
German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt,"@LucyHockingsBBC @BBCWorld we are just ""crew"" to you??? Four flight attendants &amp; two pilots all with families &amp; friends. WE COUNT, TOO!"
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,@BBCBreaking @BBCNews @CharlieHorlock @max_kretzschmar
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/VyfwZhDhtc” another plane crash.. Oh God.
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,I’m getting more skeptical of flying. RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/wuQfYMbNCP
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,@BBCBreaking awful news  :-(
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,@LIVE_COVERAGE @MissWitch2310 @BBCBreaking I didn't mean millions literally ;) figure of speech
Germanwings passenger plane crashes in France: http://t.co/BSJhGgMChG,@AJENews @germanwings was the co-pilot Christian - since no ones calling this a terrorist act!
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@Uber_Sydney Thanks for the free ride home today. I felt very safe and got home efficiently.
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c","@SamHarrisOrg “@princekhattab: Gunman's headband reads, ""We are your soldiers O Muhammad""
#MartinPlace #SydneySiege http://t.co/KtZ0CgJz0Y”"
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@princekhattab @Blazingcatfur Well you don't want to read too much into that.
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c","Meanwhile, these nutbags still allowed to threaten to kill Muslims and brown people.
#MartinPlace #SydneySiege http://t.co/lc1Rzubv6C"
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@VioletMamba @princekhattab Could be a red herring!
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",. @princekhattab @redsteeze JFKerry(D) just appeared on TV to explain the gunman is so NOT Islamic...  I'm relieved
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@princekhattab @redsteeze @PolitiBunny
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",Its a religion of peace ..  we don't write Jesus on bombs ...@princekhattab @LauraWalkerKC
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@princekhattab @fredwillie460 mohamed would NOT approve of their action or the action of all those killing in the name of Iislam
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@majanahi @princekhattab  these people are but a tiny minority but sadly contaminate world opinion
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@princekhattab @PoliticoVoice The west needs to wake up to radical Islam. And quit picking on israel building some houses.
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c","@fredwillie460 @majanahi @princekhattab Problem is the 1,6 billion muslims that are silent abt these acts."
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",@fredwillie460 @majanahi @princekhattab And what agenda would that be.  Certainly not Pro-Israel. Lol.
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@FoxNews This is a great training video! These people comply with police as seen with their HANDS UP! Ironically, none of them were shot."
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@DazMSmith - Indeed. Wondering why he wasn't locked up or deported when he was accused...
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@ShortyPam Truth. There are plenty of these sickos hiding under cover of civil society the world over, all ‘cos processes are compromised."
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam @eottolenghi Apparently he was out on bail! Some judge has questions to answer.
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam @HalaGorani in simple word a Mentle
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam @LibyaLiberty No wonder dude upped his game. Seems like men engaged in femicide &amp; sexual assaults in Australia can roam freely?
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam And #Australia patronized him in hate of #Iran i guess. @SBGillani
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam Is there a headline writer position at your place of employment?
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@Joyce_Karam @blackrepublican 46 sex assaults, murdered wife AND STILL WALKING AROUND!!!  Unbelievable..talk about a war on women...."
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","@Joyce_Karam @blackrepublican BASTARD whined he was ""tortured"" in prison. Didn't have to jump 2 his death, burn to death or was beheaded"
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@marcepa49 It changes the flight profile and cuts out the warnings and some of the protection.
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV Lets wait for NTSB to tell us why it happened. I hope its not terrorism.
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV difficult times for the families involved what a loss
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV my support for families :-(
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV I recorded this today thinking about all those lost spirits May they Rest Easy - https://t.co/cO9bSmedtW
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV :thank you for putting me on the TB list.
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV Hope we will not to hear this kind of news once again!
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV So sad to know that it was a deliberate suicide
Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting,@globeandmail Please remove this picture of Cpl Nathan Cirillo. Let's show this hero some dignity and the respect he deserves!!
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@YourAnonLive Could've been a 60 count box which are ~$40. Box like this: http://t.co/HnBy8k86GG
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@YourAnonLive Actually it's pretty reasonable. Maybe do research before tweeting to the masses? http://t.co/gFeDyb1RrY
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,"@YourAnonLive @JillJhorvath The key here is the verbiage Theft,burglary,larceny, or Robbery? Robbery is the term in this report!"
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@DeuceTony @YourAnonLive @OpFerguson I bet they just typed that up this morning.
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,"@DeuceTony @YourAnonLive @OpFerguson they're not finished yet, didn't want to sign rough draft."
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@YourAnonLive @JayTheQuad it also says they didn't arrive on the scene for the first time until 8/13
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@mskturner10K @YourAnonLive @OpFerguson right. I made better report cards on Photoshop 😭
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@YourAnonLive @toddwurdd Items Stolen: 1 - Items Recovered: 0 - Fatally Shot Suspects: 1...
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""",@LindaFrum @affanchowdhry The real hero is the soldier who lost his life doing his job and serving his country.
Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.,"@20Minutes @Telegraph @WilliamMolinie  indeed, this is called ""courtesy"" (thing often unknown by british papers)"
Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.,"Je disais quoi ? Smh.. RT ""@20Minutes: Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least."""
Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.,“@20Minutes: Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.” lol business .. Encore et encore
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@kristinpuhl You've confirmed. Only the true idiots try to brag about their IQ on social media and believe admission equals intelligence.
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""","If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson"
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@TheDailyEdge lol
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@TheDailyEdge That's only in countries that need to be converted!
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@TheDailyEdge ... That's just plain funny.
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@TheDailyEdge @Rae_B88 so bad...
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,@russian_market @L0gg0l Mr Putin building the nation is great. Good country man and best president
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,"@russian_market @L0gg0l of course,keep dreaming"
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,@russian_market @L0gg0l At least its not Merkel so we would have a problem.
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,"@russian_market @L0gg0l Given the state of Russian medical facilities, makes sense she would run to Switzerland. Not very patriotic, though."
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,@russian_market @FerroTV @L0gg0l Welcome Sir!
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,Both have proved their flexibility! @russian_market @ChristophHeer52 @L0gg0l
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,@russian_market @ChristophHeer52 @L0gg0l My money still #SecurityConcerns #Nemstov could have shaken security #DrEd
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@YouSuckAtGolf @AP 👏 perfect first comment
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","@zclove2bme It's Monday in Australia, this is from a few hours ago. @AP"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","@AP @FoolishReporter in other news, sky is blue."
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@asstnews @ap Sorry.I have been watching the coverage for a while now. Just thought AP was quicker than that.  Tweet was posted 5 min ago.
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni Raytheon has made various #RF #weapons for decades: https://t.co/dlLu4QKngg … Similar to those used on #TargetedIndividuals
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni avnt they shot him yet
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@NickWaite7 @cnni we don't shoot in Australia
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege","@NickWaite7 @cnni it's crazy huh, they want to have a peaceful resolution then give him all the entitlements to make his life better 😜"
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni just send em a Bart Simson flag w/the👉middle finger and a bullet
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni 🍵☕coffee anyone??
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege","@cnni So they noticed they had the wrong flag and decided to ask for the right one... Wow, these 'terrorists' sound supremely incompetent."
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni must be shot in head through snipers.
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni he couldn't make his own eh? he needs some diapers and wet napkins as well I'd say.
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege","@cnni The free world burns as @BarackObama plays the flute.
The weakest US Prez ever."
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@heidicantwait @cnni @harryjohal1982 wats for breakfast in Sydney today
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@mscott super awesome
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost lets talk to them in hushed tones
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,"@JAXON_CAPITAL @nypost That might be a bit much, no?"
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@LeslieFeffer @nypost nope. People like her and obama have weakened this country with weak ass foreign policy and made all of us targets
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost The Islamic Volcano promised by al-Baghdadi has erupted.
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost THIS IS THE GUY WHO SUED THE CITY OF SYDNEY AUS FOR BUILDING THE SIDEWALKS TO CLOSE TO HIS SHOULDER name MIDGET AHSEEEUM HES COMMMIN
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost Pigs
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost don't they have strict gun laws in Australia?  I see that's working well.
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost proves islam is scary
Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,"“@nypost: Hostages in Sydney cafe made to hold up Islamic flags http://t.co/UwdKCRf9iZ”

@CNBC  

Religion is a good thing in small doses!"
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU","@cnni You know, a non-violent way to end this situation..."
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU","@cnni I don't think he understands, kidnappers surrender or get shot, murderers surrender or get shot.  It's quite simple ! #JeSuisCharlie"
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@cnni hope France has sharpshooters
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@cnni Those are Dead people already thats part of there standoff more media to show up.So the World to see.
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",.@cnni ITS A KOSHER JEWISH SUPERMARKET. THEY CHOSE IT FOR A REASON. YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@Estimatd_Profit @DAVIDMDRAIMAN @cnni #ILLSHOPWITHJEW
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@DAVIDMDRAIMAN @cnni Coward News Network
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews Good
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","“@SkyNews: Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/8w44LgTu6W http://t.co/8kSfhe7DsO”"
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews @Cosmo_13_
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews hope he died in agony ....
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews looks like 6 civilians in the latest photo
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","Wake up world to who terrorists are @SkyNews: Hostage-taker in supermarket siege killed, http://t.co/dp1mzDfdoi http://t.co/X3RhHC3Rtz"
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews good work 👍
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","#ParisAttacks - ""@SkyNews: Hostage-taker in supermarket siege killed, reports say. http://t.co/r9aB3ojKXP http://t.co/Icz7wdlUPs”"
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews 👍🍸
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","“@SkyNews: Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/op9B87B1IX http://t.co/u6Yz4BXfrI” #JeSuisJuif"
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,"@AngryBlackLady that was their intent all along. Brown will be painted a ""thug"" and ""deserves"" what he got."
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani @jasiri_x Charlie Sheen shot one of his wives and went on to be one of the highest paid actors on TV.
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani @jasiri_x Can u say Lindsey Lohan?? Go ahead say her name 3x.. LOL
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,"@zellieimani *raises hand* Oooh Oooh I know, I know!....Um, none."
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,That's the thing they have the money to get away with it you shouldn't even attempt shit if your poor @zellieimani @SwallowThatShit
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,"@zellieimani White serial killers, cannibals &amp; mass shooters all manage to make it to their trials w/out police violence but not #MikeBrown"
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani only in films. And we're their live entertainment.
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani *Crickets
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani as soon as you physically fight cops and run they can shoot under fleeing felon law
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@ChocnessMonsta #RacistWhiteSupremacy Is One Helluva Drug.
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@IAMLANCE Man...
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani Not Winona Ryder. 😐
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani @NewBlackMan Didn't happen to Lindsey Lohan or Winona Ryder.  Lily's unpunished shoplifting was a plot device on HIMYM.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane maybe they want to get caught
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane I think they ultimately want their day in court and a platform upon which the world will look.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane In one respect; part of me hopes they give the French armed police a legitimate reason.....
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",".@juliamacfarlane ""Highly trained"" by secret services…"
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane The two left the ID of an probably innocent 18 yr old to try to put the Police off their track.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo","@juliamacfarlane A ""highly trained"" member of my troop lost a pair of &gt;£2000 night vision goggles once."
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane Well.... http://t.co/0SDPHO1zJM
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @AmericaHipple Maybe they were convinced they would die? Just guessing
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @dangillmor classic misdirection. Probably seals or MI6.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo","@juliamacfarlane As they say, smartest criminals make mistakes too!"
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo","@juliamacfarlane @dangillmor Unless you've got military experience, its hard to understand how much stress your brain undergoes in battle."
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @dandrezner Highly trained doesn't necessarily mean always smart.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @petedavo_world Maybe the gunmen were better trained than the getaway driver? #weakestlink
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo","@juliamacfarlane @AmericaHipple video also shows them using some not so great skills in the street (crossing each other's line of fire, etc)"
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @auddin76 I suspect they were rather distracted. Can't think why...
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane don't ask too many questions someone might accuse you of being a journalist
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane how about the story that friends of the third suspect Hamyd saw him in class 230km away during the attack
I don't need to see that photo to know what happened was. You could publish this instead @wilkotwig @Independent http://t.co/MEaUr2R8TK,@PolicemansLot @Independent exactly!
I thought you'd been an honourable exception not using that photo on your front page. I wish you'd use your freedom more wisely @Independent,@PolicemansLot @Independent absolutely disgusting! Using someone's absolutely terrifying murder for own gain. What about their family?
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,"@rzary @ImSoFlorida @TheAnonMessage2 just so my opinion is clear; no way that kid should be dead, period! Anon ain't the vigilante he thinks"
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@zellieimani It's easier to manipulate pictures than a video.
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@jsmith189 @zellieimani why is that even relevant?!
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@gig_42 @zellieimani doesn't justify him getting shot several times.
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@LashawnaTaylor @zellieimani got me all wrong the robbery suspect is wearing sandals but michael is wearing tennis shoes- few mins later
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson","Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson"
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson","@originalgriz ladies and gentlemen, don't tip your waitress as it perpetuates wage slavery."
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",@originalgriz @dacmetallica there'd be no one left in government #parasites
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",@originalgriz @randyprine They would need a helluva huge cannon..........
